FID,globalid,uniq_id,timestamp,editor,wardname,wardcode,lganame,lgacode,statename,statecode,idp_hf_prv,idp_hf,idp_am_mdc,tot_hhold,f_pop_60,m_pop_pl60,f_pop18_59,m_pop18_59,f_pop6_17,m_pop6_17,f_pop1_5,m_pop1_5,f_pop_und1,b_pop_und1,site_id,idp_prtb_w,idp_amnts,idp_am_hs,idp_am_med,agncy_cntc,agency_nam,sma_type,site_cls_d,site_opn_d,site_statu,site_type,set_name,alt_st_nam,t_pop_und5,total_pop,pop_source,site_name,x,y
445,27a90ff3-faed-412d-9202-f2a502daa533,7359,2/2/2018 12:00:00 AM,adanna.alex,Tiffi,BA1517,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Zidani, ,0,0,IOM DTM RD16 May 2017,Wushani,9.55689999973526,11.066060000069
446,a80f0baa-3ead-4dec-bce5-e544df037713,7360,2/2/2018 12:00:00 AM,adanna.alex,Tiffi,BA1517,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Zidani, ,0,0,IOM DTM RD16 May 2017,Bakin Kasuwa,9.55646000012894,11.0678699999006
447,366f7347-509e-46b8-81b9-4ab2cfed1769,7361,2/2/2018 12:00:00 AM,adanna.alex,Tiffi,BA1517,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Zidani, ,0,0,IOM DTM RD16 May 2017,Unguwan Fada,9.55553999997107,11.0667100003663
448,99e13db5-4571-4521-9483-1189e1f2d2d4,7362,2/2/2018 12:00:00 AM,adanna.alex,Beli,BA1606,Shira,5016,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwar Rimi, ,0,0,IOM DTM RD16 May 2017,Bel 1,9.97957999981719,11.5654800002019
449,278c19cf-de5d-4fe4-9feb-c97e4d758916,7363,2/2/2018 12:00:00 AM,adanna.alex,Bangire,BA1612,Shira,5016,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Bangire,10.0440000001,11.3166800002818
450,90fe43c8-4168-46d9-8949-832eb3355f09,7364,2/2/2018 12:00:00 AM,adanna.alex,Bukul,BA1603,Shira,5016,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kurna A, ,0,0,IOM DTM RD16 May 2017,Bukul,9.94187999966232,11.3478099996318
451,381142f7-fbe9-4e3a-9610-c04de3204efc,7365,2/2/2018 12:00:00 AM,adanna.alex,Disina A,BA1604,Shira,5016,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Disina Sabon Gari, ,0,0,IOM DTM RD16 May 2017,Andumami,9.91506999988064,11.4825600002439
452,7ebae7d1-66f6-4dcf-a338-e5a63e4422a1,7366,2/2/2018 12:00:00 AM,adanna.alex,Faggo A,BA1605,Shira,5016,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwar Mai Tebur, ,0,0,IOM DTM RD16 May 2017,Faggo,9.95168000013194,11.3791699996958
453,41ef309c-1ebd-4a91-9378-255c6514dacc,7367,2/2/2018 12:00:00 AM,adanna.alex,Tsafi,BA1609,Shira,5016,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Rigar Dago, ,0,0,IOM DTM RD16 May 2017,Kilbori,10.0625900003283,11.3459799997772
454,6b27ad1a-b0f7-4aa3-99bd-29204f716ea6,7368,2/2/2018 12:00:00 AM,adanna.alex,Disina A,BA1604,Shira,5016,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Alkaleri, ,0,0,IOM DTM RD16 May 2017,Katabarawa,9.90254999988264,11.4555399997712
455,4d2f0721-c1c8-41b5-bfb9-98b022f705a6,7369,2/2/2018 12:00:00 AM,adanna.alex,Tsafi,BA1609,Shira,5016,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwar Beni, ,0,0,IOM DTM RD16 May 2017,Makwalaw Tsafi,10.1000199997233,11.3611499996728
456,37f7b517-c840-4f48-a13d-e1ce41189aff,7370,2/2/2018 12:00:00 AM,adanna.alex,Bununu A,BA1711,Tafawa-Balewa,5017,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Bununu,9.68168000013196,9.87935999976423
457,475a6f57-eeb3-4330-8d5d-ef1887be2657,7371,2/2/2018 12:00:00 AM,adanna.alex,Kardam B,BA1702,Tafawa-Balewa,5017,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Boto Babba A, ,0,0,IOM DTM RD16 May 2017,Boto,9.22882000044274,9.72439999976024
458,588130ae-84e1-467f-9715-fc2d84b2158b,7372,2/2/2018 12:00:00 AM,adanna.alex,Lere North,BA1703,Tafawa-Balewa,5017,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Kofar Bai,9.33982000029283,9.71261999971324
459,7dfc79ad-16c1-438f-9b6e-e671ccf478e2,7373,2/2/2018 12:00:00 AM,adanna.alex,Wai B,BA1716,Tafawa-Balewa,5017,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Tafawa Balewa,9.55555999999405,9.76037999973727
460,a9a81706-e8e7-46a4-9062-5fbaa99e8444,7374,2/2/2018 12:00:00 AM,adanna.alex,Ribina East,BA1803,Toro,5018,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sabon Layi, ,0,0,IOM DTM RD16 May 2017,Ringi Gari,9.09542999959484,10.0605699998057
461,e40b0e5b-7a8d-415d-ae03-22ec3983cc19,7375,2/2/2018 12:00:00 AM,adanna.alex,Tilde,BA1802,Toro,5018,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwar Kasa, ,0,0,IOM DTM RD16 May 2017,Kawuli,8.9944300004442,10.0452100001414
462,5c1100f5-2287-4935-ab68-971397e021db,7376,2/2/2018 12:00:00 AM,adanna.alex,Zalau,BA1816,Toro,5018,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Zalau Rishi,9.0135200003478,10.3938600001389
463,eb2a912a-ea1d-40eb-9584-5986a4dbaac7,7377,2/2/2018 12:00:00 AM,adanna.alex,Baima,BA1901,Warji,5019,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Duguniyan, ,0,0,IOM DTM RD16 May 2017,Warido,9.77615999988416,11.1244599997293
464,9b20ede8-cda6-4b5b-b2d6-7e83b1e0097a,7378,2/2/2018 12:00:00 AM,adanna.alex,Baima,BA1901,Warji,5019,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Duguniyan, ,0,0,IOM DTM RD16 May 2017,Bama Tsamiya,9.77615999988416,11.1244599997293
465,8da89e5b-565c-4a4f-981e-b941b15c1095,7379,2/2/2018 12:00:00 AM,adanna.alex,Gabanga A,BA1905,Warji,5019,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Madaki, ,0,0,IOM DTM RD16 May 2017,Gabanga,9.79333999984118,11.2251600003338
466,5c75d217-0c97-4e1c-9bdb-1f76740e7c37,7380,2/2/2018 12:00:00 AM,adanna.alex,Katanga,BA1906,Warji,5019,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Dansai,9.74959000037825,11.181860000039
467,06d6c3dc-f6a2-4242-861f-5f58723ab9c2,7381,2/2/2018 12:00:00 AM,adanna.alex,Tiyin B,BA1911,Warji,5019,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Kahan,9.82693999978119,11.1274500000175
468,4647d486-17cc-4438-8818-9c8630f956f0,7382,2/2/2018 12:00:00 AM,adanna.alex,Dallaji,BA1902,Warji,5019,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Dallaji, ,0,0,IOM DTM RD16 May 2017,Tundu Wada,9.67517999985716,11.2150400003957
469,8a298cb4-b92b-4aab-8574-cd9a95dcefe3,7383,2/2/2018 12:00:00 AM,adanna.alex,Kafin Larabawa,BA2015,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Kafin Larabawa,10.2982199999531,11.9366700000205
470,55563167-9f24-4742-8d96-0f7c863b11a8,7384,2/2/2018 12:00:00 AM,adanna.alex,Lodiyo,BA2016,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Musa A Mohammed,10.5808899996738,12.3898500000775
471,934c437a-424b-4f7e-aa2f-02c342e16deb,7385,2/2/2018 12:00:00 AM,adanna.alex,Katagum,BA2002,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Anguwan Sojoji,10.3563699997757,12.2855499998327
472,91fc788e-ff8e-41c4-8f17-8992ce8c2b60,7386,2/2/2018 12:00:00 AM,adanna.alex,Katagum,BA2002,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Bakin Kasuwa,10.3497100002164,12.2835599997942
473,63773248-d864-4fd1-9c82-e90c91348b12,7387,2/2/2018 12:00:00 AM,adanna.alex,Mainako South,BA2018,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Mainako Kenyari, ,0,0,IOM DTM RD16 May 2017,Mainako,10.3892400002259,12.3896299998247
474,aa2fb51b-42cc-4efb-b20c-4a5018aa3803,7388,2/2/2018 12:00:00 AM,adanna.alex,Maiwa,BA2010,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Aboke Fulani, ,0,0,IOM DTM RD16 May 2017,Gurka,10.2375400003708,12.3537299999396
475,b8744c0b-7e83-49f1-b7c8-7e35d281ca8c,7389,2/2/2018 12:00:00 AM,adanna.alex,Makawa,BA2004,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Makawa Arewa, ,0,0,IOM DTM RD16 May 2017,Makawa,10.1980500004072,12.2063299996298
476,e004c5bc-066f-4193-9229-374be421a472,7390,2/2/2018 12:00:00 AM,adanna.alex,Murmur South,BA2008,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Chibiyayi Daba, ,0,0,IOM DTM RD16 May 2017,Chibiyayi,10.2234400003558,12.0070200003728
477,552590d4-f6d2-479e-903d-0bd34676d763,7391,2/2/2018 12:00:00 AM,adanna.alex,Murmur North,BA2007,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Murmur,10.2169699996658,12.1334500004172
478,ee588eb6-f502-4a58-9f16-e2bba2d30ec7,7392,2/2/2018 12:00:00 AM,adanna.alex,Sakwa,BA2005,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Sakwa,10.2905899997288,12.1260700000306
479,357079b5-4d68-4fb0-bcb9-1eae1620e7a9,7393,2/2/2018 12:00:00 AM,adanna.alex,Tashena,BA2012,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tashene Yamma, ,0,0,IOM DTM RD16 May 2017,Tashena,10.2895700003553,12.3061609997304
480,e515f272-697c-4b72-b4b9-91b945fc0675,7394,2/2/2018 12:00:00 AM,adanna.alex,Garko,GMSAKK02,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garko, ,0,0,IOM DTM RD16 May 2017,Barundi,11.1829200003578,10.2656099998017
481,74776c7f-dab3-4db1-9715-188fb2a704e9,7395,2/2/2018 12:00:00 AM,adanna.alex,Garko,GMSAKK02,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garko, ,0,0,IOM DTM RD16 May 2017,Bogo,11.2080599995694,10.2730300002344
482,9f15eec9-e739-45da-8fb5-04acd5c732ff,7396,2/2/2018 12:00:00 AM,adanna.alex,Pantami,GMSGME10,Gombe,16006,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Libya,11.1594200003328,10.2705100000365
483,5d0c41e4-78ff-4eec-a0ac-753909571df9,7397,2/2/2018 12:00:00 AM,adanna.alex,Garko,GMSAKK02,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garko, ,0,0,IOM DTM RD16 May 2017,Hammadu Kafi,11.1629900003883,10.2588999997353
484,8a7d051c-ec99-40c0-8ab3-d1f6ddc1888c,7398,2/2/2018 12:00:00 AM,adanna.alex,Garko,GMSAKK02,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garko, ,0,0,IOM DTM RD16 May 2017,Wuro Biriji,11.1603399995914,10.250620000113
485,c6235c30-ed53-49e8-9e31-11b1989fc594,7399,2/2/2018 12:00:00 AM,adanna.alex,Garko,GMSAKK02,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garko, ,0,0,IOM DTM RD16 May 2017,Zirin Gaza,11.1603399995914,10.250620000113
486,120b44db-f89b-4f86-98b5-d6eead37ce01,7400,2/2/2018 12:00:00 AM,adanna.alex,Kwadon / Liji / Kurba,GMSYDB07,Yamaltu/Deba,16011,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tabra, ,0,0,IOM DTM RD16 May 2017,Tabra,11.2066900002434,10.2579700000155
487,8a4b9780-66f0-4825-aa67-6a07fca16a47,7401,2/2/2018 12:00:00 AM,adanna.alex,Tumu,GMSAKK11,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tumu, ,0,0,IOM DTM RD16 May 2017,Central Primary School,11.0076200003627,10.0077799998472
488,33b8885e-5088-4e06-9852-e7b1e5a0a3dd,7402,2/2/2018 12:00:00 AM,adanna.alex,Bambam,GMSBLG01,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Angwan Yoribawa,11.5351200003877,9.69650000007499
489,c2318712-a9d5-4f7d-b55d-92835782e804,7403,2/2/2018 12:00:00 AM,adanna.alex,Bambam,GMSBLG01,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Taliyaye,11.536420000083,9.69022999961481
490,b1edd68e-3166-44e8-9177-476765fe3b7e,7404,2/2/2018 12:00:00 AM,adanna.alex,Gelengu,GMSBLG05,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Balansane, ,0,0,IOM DTM RD16 May 2017,Balamsene,11.5609600004037,10.0180300003843
491,961740a5-c05a-48aa-a91a-6a9cfb6fb0a4,7405,2/2/2018 12:00:00 AM,adanna.alex,Gelengu,GMSBLG05,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Kuka, ,0,0,IOM DTM RD16 May 2017,Garin Kuka,11.5514299997947,10.0227399999511
492,6f70de6a-8641-4349-a216-274bfeeb1031,7406,2/2/2018 12:00:00 AM,adanna.alex,Gelengu,GMSBLG05,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Gumsa, ,0,0,IOM DTM RD16 May 2017,Gara,11.6358800001619,9.96015000042223
493,ef767b6a-1d0b-4f9d-8bd4-778ce6c5fed3,7407,2/2/2018 12:00:00 AM,adanna.alex,Gelengu,GMSBLG05,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bakasi, ,0,0,IOM DTM RD16 May 2017,Bakusi,11.5619999998002,9.98755000043224
494,dffcfa44-c246-4c96-ac72-576288b0536e,7408,2/2/2018 12:00:00 AM,adanna.alex,Kindiyo,GMSBLG06,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kwata Tudu, ,0,0,IOM DTM RD16 May 2017,Kundiya,11.7142200002529,9.70602999978473
495,5630b11a-2a05-4f2b-bb14-4ef8c48324d6,7409,2/2/2018 12:00:00 AM,adanna.alex,Nyuwar / Jessu,GMSBLG08,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Jessu, ,0,0,IOM DTM RD16 May 2017,Shilla,11.7769699999656,9.73443999960637
496,c483bc62-48a5-4ccc-aacb-eda1671ccb70,7410,2/2/2018 12:00:00 AM,adanna.alex,Bare,GMSBLR03,Billiri,16003,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kolkos, ,0,0,IOM DTM RD16 May 2017,Kentengereng,11.2252000003797,9.88662000001301
497,3c5844e0-7dc0-4490-8d30-714bb40bd555,7411,2/2/2018 12:00:00 AM,adanna.alex,Billiri South,GMSBLR05,Billiri,16003,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Billiri, ,0,0,IOM DTM RD16 May 2017,Ladun Kansha,11.2119700000155,9.88561000020138
498,958e16f2-e878-4b02-bcec-034b19a9e8e1,7412,2/2/2018 12:00:00 AM,adanna.alex,Billiri South,GMSBLR05,Billiri,16003,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Billiri, ,0,0,IOM DTM RD16 May 2017,Kekel,11.2151799996573,9.88934000044071
499,6fc60f2f-18aa-4313-87b2-ed1ac1147283,7413,2/2/2018 12:00:00 AM,adanna.alex,Todi,GMSBLR09,Billiri,16003,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Shela, ,0,0,IOM DTM RD16 May 2017,Shella,11.0989600001039,9.73227000026037
500,eb107631-842b-40d3-aba5-af74cafda82a,7414,2/2/2018 12:00:00 AM,adanna.alex,Gombe Abba,GMSDKU01,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Hina,10.6066499995978,10.8236699998707
501,f9c1a47d-0267-49dc-9608-bf299d799f24,7415,2/2/2018 12:00:00 AM,adanna.alex,Hashidu,GMSDKU02,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Anguwan Chiroma, ,0,0,IOM DTM RD16 May 2017,Anguwar Maoaki,10.6523899999985,10.892340000091
502,b260d2cd-bad6-462b-bc16-b4a4ff8c0a1d,7416,2/2/2018 12:00:00 AM,adanna.alex,Malala,GMSDKU06,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Malala, ,0,0,IOM DTM RD16 May 2017,Auyakari,10.7449100001964,11.0058899997238
503,f1f29203-725b-45cd-80c5-251c99595886,7417,2/2/2018 12:00:00 AM,adanna.alex,Malala,GMSDKU06,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Malala, ,0,0,IOM DTM RD16 May 2017,Anguwar Bauchi,10.7481900003683,11.0088100003813
504,3a0d7e21-3c0c-425d-a5a9-7b2100c555cd,7418,2/2/2018 12:00:00 AM,adanna.alex,Waziri North,GMSDKU07,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Wuro Bali, ,0,0,IOM DTM RD16 May 2017,Chiroma,10.7721799996073,10.8287500003123
505,e84e5ee9-053e-4bc6-a4d8-96c75b843fe9,7419,2/2/2018 12:00:00 AM,adanna.alex,Waziri North,GMSDKU07,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Wuro Bali, ,0,0,IOM DTM RD16 May 2017,Babiya Quarters,10.7721599995843,10.8251099997267
506,d184e898-8aaf-4394-9c37-b0c0c7cbe259,7420,2/2/2018 12:00:00 AM,adanna.alex,Waziri South,GMSDKU08,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sebidu Kari, ,0,0,IOM DTM RD16 May 2017,Nayelwa,10.7660300001844,10.8216700002703
507,37b59271-e427-4260-b76e-6332cbf6d427,7421,2/2/2018 12:00:00 AM,adanna.alex,Ribadu,GMSFKY07,Funakaye,16005,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bojijji, ,0,0,IOM DTM RD16 May 2017,Ribadu,11.3299800002769,10.6495999999401
508,43f73ac0-69ff-43a2-8312-806425e4db7f,7422,2/2/2018 12:00:00 AM,adanna.alex,Tongo,GMSFKY09,Funakaye,16005,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Tongo,11.3617599999241,10.7086099998517
509,eca154b3-48e4-4e62-b35a-27dc218fb931,7423,2/2/2018 12:00:00 AM,adanna.alex,Waziri South,GMSDKU08,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Wawa, ,0,0,IOM DTM RD16 May 2017,Wawa,11.1268799998122,10.7946400002359
510,4d558268-0f4e-441c-87e0-b9024ba4adbc,7424,2/2/2018 12:00:00 AM,adanna.alex,Shamaki,GMSGME11,Gombe,16006,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Ajiya B,11.1726600002589,10.292779999997
511,6deea730-6bcf-4c65-9d15-4da953ea318f,7425,2/2/2018 12:00:00 AM,adanna.alex,Shamaki,GMSGME11,Gombe,16006,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Jirkin Katako,11.1744999996753,10.2942700003603
512,130e111f-7b12-4a6e-bae2-d9b4db323d15,7426,2/2/2018 12:00:00 AM,adanna.alex,Ajiya,GMSGME01,Gombe,16006,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Federal Low Cost,11.1477200003778,10.2994000004097
513,481fbcb4-5990-4ec8-9864-b669d2f1297e,7427,2/2/2018 12:00:00 AM,adanna.alex,Shamaki,GMSGME11,Gombe,16006,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,London Maindorowa,11.1593499998027,10.305340000041
514,d9866626-1a7d-4b24-9ba8-20afc982e621,7428,2/2/2018 12:00:00 AM,adanna.alex,Bolari West,GMSGME04,Gombe,16006,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Bayan Gidan Sarki,11.1762500003373,10.2786300003743
515,b77d1350-2f6d-426a-a1cb-85291a330d62,7429,2/2/2018 12:00:00 AM,adanna.alex,Pantami,GMSGME10,Gombe,16006,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Madaki Quarters,11.1831300001494,10.2713399996413
516,82fc4d36-e794-4e6a-8b9c-c0570e6ac5da,7430,2/2/2018 12:00:00 AM,adanna.alex,Bolari West,GMSGME04,Gombe,16006,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Layin Masalaci,11.1702699997607,10.2805699999056
517,5fc59303-9b0f-4137-ab86-994893cd4701,7431,2/2/2018 12:00:00 AM,adanna.alex,Herwa Gana,GMSGME06,Gombe,16006,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Herwa Gana, ,0,0,IOM DTM RD16 May 2017,Bayan Gidan Modibbo,11.1715199998482,10.2893100000565
518,128c98b4-e1b5-4482-9f07-b82524b912af,7432,2/2/2018 12:00:00 AM,adanna.alex,Herwa Gana,GMSGME06,Gombe,16006,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Herwa Gana, ,0,0,IOM DTM RD16 May 2017,Herwagana C,11.1718699998007,10.2877399996013
519,397e7bdf-b79e-4f3c-9269-838df64db792,7433,2/2/2018 12:00:00 AM,adanna.alex,Herwa Gana,GMSGME06,Gombe,16006,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Herwa Gana, ,0,0,IOM DTM RD16 May 2017,Herwagana A,11.1696999995554,10.2877599996243
